NAME,lat,lon,STATUS_YR,DESIG_ENG,AREA_KM2,annual_temp_c,annual_precip_mm,elevation_m
Flat Tops,39.9523498050857,-107.26831267074532,1975,Wilderness,934.952160574651,-1.8616002826106308,35946.40000000011,3403.0
Fortification Range,38.56247587056795,-114.46586537983896,2014,Wilderness Area,124.259849249831,8.089561070387694,10140.879999999954,2061.0
Fish Creek Mountains,32.97326433262385,-116.0113424958324,1994,Wilderness Area,90.400163426839,19.70961759251088,5090.4800000000005,555.0
Fortymile River,64.39881394247853,-142.3423696124364,0,Designated - Wild,583.66210527777,-5.719438311401558,12443.559999999929,844.0
Fossil Ridge,38.69560656432419,-106.64465412463116,1993,Wilderness,130.277661555704,-2.3331272630928344,21557.27999999996,3441.0
Four Peaks,33.63849000144163,-111.36294067423091,1984,Wilderness,245.785956976434,16.340545791751286,15215.24999999995,1188.0
Fort Gibson Public Hunting Area & Waterfowl Refuge Portion,35.98419643471279,-95.32885995459742,0,Refuge,83.2651798930102,16.171023580323254,32364.719999999998,167.0
Straits of Mackinac Great Lakes State Bottomland Preserve,45.79593526436754,-84.72420794784152,1983,Marine Protected Area,386.013020127427,6.34502340369161,26302.35000000039,174.0
Fort Stanton - Snowy River,33.49116011067639,-105.51816135717826,0,National Conservation Area,113.142483917761,11.979634372516166,11754.800000000016,1917.0
Gila,33.22218163043411,-108.38993884778836,1964,Wilderness,2264.32971433531,9.43135211516387,21985.430000000084,2178.0
French Spring-Happy Canyon,38.201157824621376,-110.2297731224124,1983,Wilderness Study Area,98.4286891573592,12.656937207453884,5454.720000000004,1537.0
Funeral Mountains,36.35280164589674,-116.52093420499472,1994,Wilderness Area,111.727882819485,17.518917248079134,4205.630000000011,945.0
Galiuro,32.58484468702791,-110.3317103515428,1964,Wilderness,313.975857504993,13.8041773381612,15499.730000000074,1787.0
Gates of the Arctic,67.78359791741578,-153.36626648140347,1980,Wilderness Area,29335.523970966,-12.57672878212486,11915.210000000065,1316.0
Gates Of The Mountains,46.87247988279259,-111.81368358993204,1948,Wilderness,115.175482190881,2.637604875033123,17854.95000000018,1840.0
Glacier Peak,48.20130521609942,-121.01979542464072,1964,Wilderness,2291.84088105257,1.40480438046454,53129.80000000021,1652.0
Goat Rocks,46.53690666678528,-121.44861966088745,1965,Wilderness,437.853640948022,0.8527068798021762,38345.42000000028,2018.0
Gold Butte,36.39820044895325,-114.18262158112228,0,National Monument,1200.74903846775,17.478221319438248,7203.39999999998,862.0
Golden Trout,36.31284184324088,-118.32216975080462,1978,Wilderness,1235.88932497099,2.297306367570428,25778.52999999993,3104.0
Golden Valley,35.41587652665012,-117.49604248559584,1994,Wilderness Area,153.212320155367,15.953051311489926,4548.909999999999,1097.0
Great Bear,48.14538711804562,-113.4702198361901,1978,Wilderness,1161.49793154126,4.015967499779217,31080.949999999983,1360.0
Great Dismal Swamp,36.618162048977695,-76.46934932880791,0,National Wildlife Refuge,460.713763944082,15.518281374194066,37819.07,4.0
Great Smoky Mountains,35.60102965198194,-83.50830249496035,0,National Park,2107.09402774014,10.348653183785242,44479.01000000026,1156.0
Greenhorn Mountain,37.85882504287959,-105.02124590839588,1993,Wilderness,93.5466686944226,-0.145765256557448,16409.110000000015,3323.0
Grand Wash Cliffs,36.45265790400602,-113.78327991514624,1984,Wilderness Area,151.104752140722,14.648158615207974,11606.439999999971,1448.0
Granite Chief,39.14356837631107,-120.30295143445424,1984,Wilderness,115.170996052077,5.041711560540506,33909.49999999996,2238.0
Grant Range,38.25734217018415,-115.53021634719532,1989,Wilderness,212.261681519619,2.8429921398922526,7817.980000000042,3036.0
Grass Valley,35.29217678799636,-117.32564518031135,1994,Wilderness Area,133.085719115908,16.221805175306965,4677.060000000011,1101.0
Great Sand Dunes,37.7990122340382,-105.58404214404284,0,National Preserve,552.519153328669,5.902517000794824,8969.359999999993,2419.0
Greenwood Forest,39.86055479968191,-74.38048836556479,0,Wildlife Management Area,119.704954261685,12.295186787953698,35701.58999999978,50.0
Hollow Hills,35.37154592537607,-116.03281025739204,1994,Wilderness Area,92.6339437947386,19.74615384615379,2554.099999999995,603.0
Gros Ventre,43.433416142126354,-110.41793171593348,1984,Wilderness,1158.65538376973,-1.5400247284288575,24947.879999999983,2813.0
Gulkana River,62.71126354359415,-145.9336689427291,0,Designated - Wild,375.425007400914,,,
Holy Cross,39.442775716824784,-106.51055029828422,1980,Wilderness,497.544324644773,-0.8009979687361987,23685.26000000018,3266.0
Gunnison Gorge,38.67189378274712,-107.84730949487144,0,National Conservation Area,263.179472036712,8.674273602402213,10235.380000000036,1610.0
Harquahala Mountains,33.827842197897574,-113.29628435973584,1990,Wilderness Area,93.0254048792108,15.586805616885972,8734.339999999998,1476.0
Hammersley,41.51289040161082,-77.8794479767846,0,Wild Area,120.726876862104,7.000300273779023,32841.339999999815,622.0
Harcuvar Mountains,34.01959798136685,-113.45494238370628,1990,Wilderness Area,101.743345360018,16.511507551002417,8483.600000000002,1364.0
Hellsgate,34.18902627022787,-111.1287742790294,1984,Wilderness,151.584073289402,13.90738320233162,16369.979999999969,1471.0
Hells Canyon,45.42540393899287,-116.61159511899147,1975,Wilderness,882.537990315608,7.400353263269438,24229.439999999988,1064.0
Henry M. Jackson,47.92606287163768,-121.22294804402728,1984,Wilderness,417.797629397481,3.3762253819659094,76918.74000000014,1187.0
High Rock Canyon,41.38382914485275,-119.4536655473348,0,Wilderness Area,187.99269137809,7.675147928994079,9797.589999999958,1712.0
High Rock Lake,41.2135021630009,-119.2208736795396,0,Wilderness Area,239.187703568784,7.564249757131547,11005.610000000108,1858.0
High Uintas,40.74097346704696,-110.4774509473542,1984,Wilderness,1836.72022943696,-2.18150666784421,27711.490000000063,3494.0
Hulah,36.94921432018488,-96.18062304597323,1971,Wildlife Management Area,80.2404305339429,15.067914863552044,30662.80999999996,229.0
Hummingbird Springs,33.66530808091441,-113.08097904352567,1990,Wilderness Area,128.086155961316,21.031820188995795,7227.220000000024,626.0
Humoldt,39.98681118372405,-118.62888298894129,0,Wildlife Management Area,130.940254891407,12.790823986576052,5263.139999999983,1184.0
Huston Park,41.100462640053,-106.98109018191502,1984,Wilderness,125.68395423691,-1.0174247107656975,23064.84000000007,3043.0
Indian Pass,33.09678235753478,-114.77186030319304,1994,Wilderness Area,177.431777112703,22.924693102534714,3276.14,304.0
Indian Peaks,40.08204899129832,-105.66693118803948,1978,Wilderness Area,316.035274120333,-2.913247372604445,22033.649999999907,3502.0
Innoko,63.07490434859218,-158.31144702627626,1980,Wilderness Area,5324.07187155442,-2.2028790956460367,15911.60999999993,26.0
Inyo Mountains,36.91762679769052,-118.02258887960598,1994,Wilderness,300.007006673101,4.289525744060759,16181.040000000052,2806.0
Ireteba Peaks,35.606239197615075,-114.72506875549796,2002,Wilderness Area,89.8544710220772,21.559586681974665,4828.570000000006,408.0
James Collins,35.018408332668244,-95.46330511882512,0,Wildlife Management Area,87.0014369961326,16.395796167093536,30215.34999999996,257.0
James D. Martin - Skyline,34.90564298971575,-86.06734216053358,0,Wildlife Management Area,168.601256355209,14.238788306985803,44391.8099999999,460.0
Jarbidge,41.766333298848274,-115.34624055347577,1964,Wilderness,447.230051264988,-0.5184933321557886,16533.71000000006,2924.0
Jedediah Smith,43.82632500481254,-110.91586720120728,1984,Wilderness,501.388008167691,-0.7997438841296449,26088.230000000047,2657.0
Kanab Creek,36.55763774201422,-112.55920614921898,1984,Wilderness,249.00871473468,11.54106685507374,10298.050000000025,1786.0
Jocassee Gorges,35.02002863118039,-82.8447244354596,1998,Wildlife Management Area Other,131.927831361673,13.585851806058542,45091.29999999979,599.0
John Day River,45.17228136966824,-120.42571286634346,1988,Designated - Recreational,207.530096251183,12.233524684270913,11958.919999999998,400.0
John Muir,37.18832160985682,-118.72194355745894,1964,Wilderness,2645.15862623915,0.5112426035502963,25962.65000000005,3343.0
Joshua Tree,33.915806826812414,-115.840160189522,0,National Park,3174.19893360219,21.56390532544376,3252.459999999997,523.0
Katmai,58.538445174656495,-154.9497304982943,1980,Wilderness Area,13450.9653037535,0.5588448291088919,35064.26999999989,94.0
Kelso Dunes,34.9028353859658,-116.03019429318552,1994,Wilderness Area,624.210014387276,19.732146957520094,2946.0999999999844,723.0
Kenai,60.33721152553439,-150.50369354206123,1960,National Wildlife Refuge,7845.58383470841,0.4965026936324311,27751.470000000238,271.0
Big Indian,42.02223421332614,-74.54419789424198,0,Wilderness,136.629487297774,5.423492007418559,36526.86999999956,835.0
Black River,43.50715445581933,-74.98715843782335,0,Wild Forest,515.480300254532,5.339459507197747,41924.44000000011,560.0
Keystone,36.21974885307006,-96.50109461268386,1973,Wildlife Management Area,90.6710078124754,15.772251170184612,29299.55999999994,264.0
Blue Mountain,43.87519174655724,-74.32561636243447,0,Wild Forest,155.909383259277,4.418281374194132,33264.35999999994,619.0
Blue Ridge,43.78957885643582,-74.49744891426649,0,Wilderness,191.632754729972,2.952812858783011,38059.650000000496,945.0
Koyukuk,65.65045912611309,-157.3324960209075,1980,Wilderness Area,1538.36870622623,-4.8520975006623575,13086.969999999978,123.0
Umbagog,44.760662691519045,-71.06084424848984,0,National Wildlife Refuge,134.854622204573,4.481285878300801,34845.989999999816,379.0
Swift County,45.14479137043823,-96.05637093394488,0,Waterfowl Production Area,135.341575614019,7.0070740969707765,21099.21000000019,301.0
Kobuk Valley,67.02556115331218,-158.9619444673835,1980,Wilderness Area,738.956271827195,-6.806199770378843,16369.209999999945,150.0
Kofa,33.24579050618301,-113.98596851018029,1990,Wilderness Area,2216.58052843689,23.03998940210194,5220.059999999996,443.0
Kroto And Moose Creek,62.13266375310857,-150.4601416199687,1988,Recreation River,288.438503821859,0.0935706084959802,22770.43000000003,100.0
Lake Mead,35.964030869327594,-114.3256190984392,1936,National Recreation Area,5228.13042785685,19.884659542523984,5263.6399999999885,664.0
La Garita,37.95833668017887,-106.90746841273102,1964,Wilderness,511.847169684453,-4.501430716241287,26640.080000000027,3799.0
Jay S. Hammond,60.6362374769852,-153.34007528377876,1980,Wilderness Area,10587.0574681443,0.3912214077541275,53448.01999999976,163.0
Lake Creek,62.30821018702113,-151.23697665087704,1988,Recreation River,235.635172603891,-1.0966881568488898,35489.09999999986,347.0
Lava Beds,41.7535157288724,-121.51871994856468,1972,Wilderness Area,113.607258141359,8.044210898171844,17895.239999999838,1368.0
Laramie Peak,41.97474264336071,-105.42316065307874,0,Wildlife Habitat Management Area,149.919295278171,5.22615031352116,16301.319999999863,2081.0
Las Cienegas,31.748486028957394,-110.58805202015152,2000,National Conservation Area,199.536693992018,16.94678088845709,11167.549999999936,1378.0
Lassen Volcanic,40.49145284715736,-121.3946910387566,1972,Wilderness Area,318.264454267029,5.323862933851454,32231.90999999993,2154.0
Latir Peak,36.77710708676838,-105.5020704338667,1980,Wilderness,82.6374285609967,-1.3215490594365435,23436.550000000072,3691.0
Lee Metcalf,45.146774806455056,-111.3944965440978,1983,Wilderness,962.238501695627,-1.2350878742382816,23072.74000000013,2629.0
Leslie Canyon,31.637000300364285,-109.48155634375438,0,National Wildlife Refuge,94.1954189101442,16.19266978715894,13085.970000000038,1501.0
Lime Canyon,36.35542581457234,-114.27065173718783,2013,Wilderness Area,95.8846091662532,17.71897023756953,6227.590000000021,825.0
Lost Creek,39.29289249671845,-105.5006519836992,1980,Wilderness,466.208889543325,-1.5979422414554407,20118.77999999997,3152.0
Little Book Cliffs,39.20351131119321,-108.4135618439112,1993,Wilderness Study Area,118.41024527232,6.847761194029859,15673.539999999934,1974.0
Little Chuckwalla Mountains,33.473807036854694,-115.04581753523117,1994,Wilderness Area,116.235994463283,22.587750596131773,3005.520000000001,374.0
Little High Rock Canyon,41.2499128078322,-119.39468154479324,0,Wilderness Area,195.647738507773,8.188651417468858,11130.280000000144,1747.0
Little Humboldt River,41.38108338397775,-116.8887511430734,1992,Wilderness Study Area,167.074254585389,7.472083370131618,10093.570000000074,1745.0
Little Picacho,32.93722747045471,-114.56955537348718,1994,Wilderness Area,158.371815035324,23.44513821425423,2830.5799999999995,188.0
Lizard Head,37.841505583377504,-108.01466736296535,1980,Wilderness,168.292767526473,-4.502569990285276,33427.82999999972,3933.0
Lone Peak,40.508213566700206,-111.72214251673576,1978,Wilderness,123.961656478724,2.5030645588624854,22982.17999999992,2535.0
Malpais Mesa,36.41851641128832,-117.74235411102494,1994,Wilderness Area,130.003712780343,9.021107480349714,8211.959999999994,2216.0
Mammoth Cave,37.19735060252356,-86.13031947050368,0,National Park,206.299965966146,13.817645500309116,39467.110000000175,216.0
Mazatzal,34.1441071063561,-111.5841927113357,1964,Wilderness,1014.98180454957,13.335847390267604,13737.889999999916,1509.0
Manzano Mountain,34.685477244098394,-106.44360713415712,1978,Wilderness,150.069969632595,9.554013953899164,13627.989999999952,2240.0
Marble Mountain,41.4910071988274,-123.2266773472471,1964,Wilderness,911.760247510098,8.159454208248729,39481.28999999987,1275.0
Marble Mountains,34.62666414894763,-115.57539208661667,1989,Wildlife Area,197.632323381504,18.97459153934469,3782.780000000004,849.0
Matanuska Valley Moose Range,61.81417371226874,-148.71248530301685,1984,State Range Area,448.442156454358,-4.815808531307984,27068.930000000157,1076.0
Meadow Valley Range,37.029897125516754,-114.71833796243423,2014,Wilderness Area,504.932512810829,17.024534134063412,6702.4600000000055,996.0
Necedah,44.14934509194171,-90.28778197151252,1940,Wildlife Management Area,219.385257278351,7.501951779563745,26430.50999999973,290.0
Mecca Hills,33.61622350135665,-115.9797524687006,1994,Wilderness Area,123.632738633599,22.103868232800416,3088.9099999999908,317.0
"Middle Fork Salmon, Idaho",44.81921681835288,-114.95660820553336,1968,Wild and Scenic River,122.906434327487,3.708548971120736,21101.89999999996,1830.0
Miller Peak,31.41023780947451,-110.3294058392952,1984,Wilderness,81.9516190616795,9.485736995495932,9868.240000000022,2503.0
Minto Flats State,64.92244597761656,-149.2135759674539,1988,Game Refuge,1944.8092782284,-2.7577497129735877,9721.380000000025,98.0
Mission Mountains,47.456238542259285,-113.86371839280037,1975,Wilderness,308.148606874902,-0.367579263446083,31653.21000000013,2188.0
Moose River,48.38295851407243,-95.45203309083948,0,State Wildlife Management Area,86.0865405116678,3.8465336041684894,20298.44000000014,369.0
Mojave,35.12377727445294,-115.52167588051913,1994,National Preserve,6100.16690440946,18.089596396714587,4677.42,1060.0
Monument Rock,44.31337043123077,-118.31321556188418,1984,Wilderness,81.7879141242972,2.7336924843239383,18887.21999999989,2047.0
Mormon Mountains,36.963431240211456,-114.47748109004594,2014,Wilderness Area,636.00725270359,10.061317671995017,9567.690000000037,2051.0
Mount Adams,46.213747175537925,-121.53837052387163,1965,Wilderness,190.701218576636,-0.9937472401307113,54834.17999999962,2211.0
Mt. Charleston,36.28243119056354,-115.70111425128422,1989,Wilderness,222.096127933646,5.697509493950351,9791.600000000024,2986.0
Mt. Ellen-Blue Hills,38.20344398512973,-110.91620977148138,1980,Wilderness Study Area,329.850846313976,11.592095734345987,3839.619999999989,1546.0
Mount Evans,39.57480657486156,-105.6177155821619,1980,Wilderness,297.11036049277,-4.848609025876533,20202.709999999905,3878.0
Mount Hood,45.35631420458751,-121.73497382012614,1964,Wilderness,262.00179289842,1.479925814713421,41010.37999999986,1987.0
Mount Irish,37.542561379466775,-115.40662035272322,2014,Wilderness Area,117.144177618822,10.03347169478048,6542.679999999993,1997.0
Mt. Limbo,40.35787765013383,-119.27240024693988,1992,Wilderness Study Area,99.8395950328143,8.724180870793939,8895.500000000082,1794.0
Mount Massive,39.190263444026286,-106.46568867925448,1980,Wilderness,107.199488408218,-6.1539962907356704,24102.860000000008,4104.0
Mt. Rose,39.37729716668411,-119.93274578590068,1989,Wilderness,126.953856690555,1.1077894550914091,33909.49999999996,2954.0
N. Fork Of The Little Humboldt River,41.60109256404446,-117.12045620959093,1992,Wilderness Study Area,281.901428227035,7.829956725249516,10078.499999999956,1689.0
Okefenokee,30.799076069451875,-82.30502134412832,0,National Wildlife Refuge,1652.01784916726,19.732403073390454,32085.57999999988,36.0
Natchez Trace State Forest &,35.819340891143305,-88.26163588576334,0,Wildlife Management Area,141.360889969138,15.200768347611035,39274.33000000064,184.0
National Elk,43.55741920874609,-110.6801621803733,1912,Refuge,100.579318540578,3.739291707144751,24507.26000000004,1956.0
New Water Mountains,33.5776001885337,-113.96417525490848,1990,Wilderness Area,99.9024188755443,21.494383114015733,5610.960000000016,685.0
Newberry Mountains,34.777808792016046,-116.7564569126295,1994,Wilderness Area,112.559298220572,17.1215932173452,3818.940000000004,1045.0
Old Woman Mountains,34.46270661429147,-115.19186002487795,1994,Wilderness Area,743.154734584065,16.410880508699137,4139.580000000004,1290.0
Never Summer,40.37568570039626,-105.92468942374752,1980,Wilderness,84.3655254910986,-1.4864700167800082,22062.68999999999,3247.0
Noatak,68.06533941647687,-159.54208485286543,1980,Wilderness Area,23556.1897259022,-9.726424092554987,11959.35999999992,331.0
North Absaroka,44.667635453307234,-109.78253750380148,1964,Wilderness,1401.5086788894,1.150843416055818,20337.77000000001,2394.0
North Algodones Dunes,33.03149187509731,-115.1823984780058,1994,Wilderness Area,106.533914286987,23.420330301157005,2186.8099999999968,93.0
North Black Rock Range,41.436230083291385,-119.0389914168074,0,Wilderness Area,124.038905193497,6.968462421619702,12698.390000000214,1888.0
Nopah Range,36.01427526580282,-116.09516780575905,1994,Wilderness Area,451.728222823398,16.05241543760483,5616.790000000002,1229.0
Norse Peak,47.00046197704784,-121.38075188658884,1984,Wilderness,211.63993510964,3.193773734875927,38136.970000000176,1547.0
North Jackson Mountains,41.35992149695653,-118.46813980864954,0,Wilderness Area,94.8940267611693,3.869884306279245,8299.89999999991,2431.0
North Fork John Day,44.90017884366397,-118.53954707238888,1984,Wilderness,488.432809344125,5.151205510907033,28617.10999999999,1577.0
North Maricopa Mountains,33.103014114438906,-112.52863863138614,1990,Wilderness Area,259.872456081085,21.465821778680645,7863.470000000011,627.0
North Mesquite Mountains,35.713581387576184,-115.74056010457124,1994,Wilderness Area,120.292243481825,16.11187847743524,5769.829999999993,1246.0
Red Lake Peatland State Scientific and,48.30877287712601,-94.6876765731256,0,Natural Area,338.279196952986,3.850507815949852,21473.77999999995,362.0
Ocmulgee,32.467285554135586,-83.46121805881504,0,Wildlife Management Area,101.656163018248,18.224172039212217,32503.900000000034,99.0
Orocopia Mountains,33.57863874442536,-115.75289302247118,1994,Wilderness Area,241.137924791311,20.650234036916025,3800.19,723.0
Ossabaw Island Wildlife Management Area,31.795819181119658,-81.1139230831218,1978,Marine Protected Area,114.121562975398,19.557952839353543,34500.489999999925,0.0
Peabody,37.26762462792412,-87.10745663055127,1978,Wildlife Management Area,158.698468422213,14.034964232093886,37270.2900000005,155.0
Otter Creek,38.99906852475529,-79.64495531903417,1975,Wilderness,83.7921810460036,8.918184226795052,43230.97999999978,811.0
Owens Peak,35.7423057681229,-117.98156140983323,1994,Wilderness Area,312.572592441454,11.345676940740075,7908.860000000043,1824.0
Owyhee River Canyon,42.41526025163055,-117.2249653313861,1992,Wilderness Study Area,758.757229955383,9.049536341958865,11268.65999999999,1454.0
Ozark,37.12322233007984,-91.2572100268538,0,National Scenic Riverway,215.438732893665,13.724878565751135,33040.14999999982,254.0
Packsaddle,35.883401327371544,-99.65878689819866,0,Wildlife Management Area,83.010869481274,14.902340369160068,18830.6600000001,679.0
Pahrump Valley,35.85913433417648,-115.84014738101747,1994,Wilderness Area,313.637406531675,17.518519826901063,4608.060000000003,1064.0
Pahute Peak,41.22167861866558,-119.02167396394172,0,Wilderness Area,230.248795451663,8.256628102093078,10124.330000000064,1679.0
Paiute (South),36.80679564709205,-113.81669787707644,1984,Wilderness Area,355.60713102596,13.20953810827522,11401.959999999932,1631.0
Paria Canyon-Vermilion Cliffs,36.90137231512666,-111.8281236025348,1984,Wilderness Area,450.55367396013,10.661556124701889,14329.380000000065,1844.0
Palo Verde Mountains,33.35321957030484,-114.8376396558396,1994,Wilderness Area,169.240796002187,22.94812328888102,3137.829999999992,283.0
Parsnip Peak,38.14532007191988,-114.30695193926556,2014,Wilderness Area,175.718791506817,5.987724101386563,11319.400000000152,2494.0
Pasayten,48.87431343182542,-120.48865325966968,1969,Wilderness,2150.19224668986,1.7922458712355276,35913.19000000022,1494.0
Paulding Forest,33.94293129921088,-84.9442361027968,0,Wildlife Management Area,101.595021488729,15.655471164885563,37083.66000000043,356.0
Pecos,35.894657236739754,-105.6446282767073,1955,Wilderness,897.690698143445,1.4853219111542892,29060.030000000286,3450.0
Petrified Forest National Wilderness Area Area,35.074045526424136,-109.81115727486602,1970,Wilderness Area,212.775870255274,12.531316788836843,7220.769999999979,1690.0
Pine Mountain,34.28470377615828,-111.80570825200432,1972,Wilderness,81.1547938970666,11.890620860196064,17214.11000000006,1831.0
Pine Valley Mountain,37.38645839870989,-113.42367260361904,1984,Wilderness,203.217468299036,5.726768524242677,15238.890000000123,2616.0
Pinto Valley,36.19125695908565,-114.58505307383064,2002,Wilderness Area,159.217616443115,20.98824516470906,4615.060000000014,561.0
Piper Mountain,37.32225686460588,-117.92571541130192,1994,Wilderness Area,304.175463860703,15.277452971827303,6741.57000000001,1230.0
Piute Mountains,34.7594292214264,-115.10397740144823,1994,Wilderness Area,203.194225427993,18.7796167093527,4887.859999999998,945.0
Platte River,41.08548473975324,-106.37648723748153,1984,Wilderness,94.2916044084894,1.1593393976861237,17357.199999999997,2697.0
Popo Agie,42.74721598489559,-109.09127105340642,1984,Wilderness,415.287788029416,-0.9462686567164172,18926.210000000105,3058.0
Pusch Ridge,32.37587829735267,-110.82141125305844,1978,Wilderness,230.563351898041,14.197324030733984,11520.120000000068,1782.0
Quehanna,41.24364212882819,-78.19508161954772,0,Wild Area,181.940353150034,7.270387706438217,34885.01999999976,633.0
Quinn Canyon,38.17345911574407,-115.68686452246978,1989,Wilderness,106.473357004936,7.328649651152482,8216.540000000052,2343.0
Raggeds,38.980223844886176,-107.1873526173995,1980,Wilderness,260.398582836296,2.684880332067485,23064.320000000105,2659.0
Rattlesnake,47.04214209935585,-113.88690512329872,1980,Wilderness,138.868275848766,2.09441844034266,29068.219999999983,1847.0
Rawah,40.73772672467675,-105.95581545125243,1964,Wilderness,301.315499932247,-1.6913185551532368,21841.94999999989,3187.0
Red Buttes,41.97115778062601,-123.28026545281163,1984,Wilderness,81.6028766126206,4.834619800406255,33377.400000000445,1726.0
Resting Spring Range,36.17260977321443,-116.25327052336624,1994,Wilderness Area,330.788838227339,17.16947805351941,4332.720000000011,971.0
Red Rock Canyon,36.21094212241689,-115.45376895109412,1990,National Conservation Area,817.97169607315,11.44143778150665,10312.330000000058,2099.0
Red Rock-Secret Mountain,34.95091335553444,-111.84199071897496,1984,Wilderness,195.532263571097,12.445491477523628,13458.849999999944,1558.0
Rice Valley,33.94837945684784,-114.74401135152355,1994,Wilderness Area,175.807946125351,23.15419058553385,3283.99,248.0
Rich Mountain,34.72341673703722,-84.36680012131492,0,Wildlife Management Area,91.9971164463196,12.422140775412892,41719.6699999998,810.0
Richmond Hill,31.78973895432702,-81.25764927720176,0,Wildlife Management Area,104.391110176008,19.39589331449264,35198.72999999984,0.0
Rincon Mountain,32.16454784377555,-110.51699843017572,1984,Wilderness,149.529292673122,12.86719950543137,9361.229999999989,1930.0
Riordan's Well,38.45564269187851,-115.38917074722131,1992,Wilderness Study Area,228.789607704617,7.584668374105811,9983.929999999904,2165.0
Riverside Mountains,34.00550659371227,-114.56638497875424,1994,Wilderness Area,102.764057025704,23.09334981895258,3463.680000000012,266.0
Rodman Mountains,34.71716336839294,-116.59139447208548,1994,Wilderness Area,138.759382082636,16.077974035149673,4562.919999999996,1263.0
Ruby Mountains,40.58093529385479,-115.40416985375492,1989,Wilderness,376.858036782918,-0.3057052018016404,15241.309999999876,3031.0
Saddle Mountain,36.39709320635575,-112.00945523301289,1984,Wilderness,166.498281316008,10.776048750331183,13231.890000000009,1919.0
Salt River Canyon,33.65669394841279,-110.81322669489283,1984,Wilderness,129.98947775763,18.95325443786988,15064.380000000012,788.0
Saguaro,32.20637380978837,-110.7454955191751,1994,National Park,359.111112323451,19.6610968824516,8120.600000000017,878.0
San Gabriel,34.29353068515063,-117.93259590083522,1968,Wilderness,144.627387410684,14.562227324913918,10468.410000000022,1259.0
San Gorgonio,34.07937945943781,-116.74339761355156,1994,Wilderness,481.228278134056,11.020577585445524,11247.37000000008,2009.0
San Jacinto,33.79622314677888,-116.67025791126056,1964,Wilderness,134.29773724828,5.142762518767101,11286.869999999984,2752.0
San Mateo Canyon,33.54175078801144,-117.42314349045893,1984,Wilderness,161.878666564183,15.456274838823644,13336.91,624.0
San Pedro Parks,36.10241810297977,-106.82669936163664,1964,Wilderness,167.156127825835,2.038858959639687,21240.670000000024,3160.0
San Pedro Riparian,31.61906223410327,-110.16464607149574,1988,National Conservation Area,235.913431645367,17.851028879272317,6880.56000000005,1229.0
San Rafael,34.81280817631083,-119.86553831806496,1968,Wilderness,774.094854808028,14.540201360063548,8776.02000000002,848.0
Sand Mesa,43.2870433139415,-108.3830900238588,0,Wildlife Habitat Management Area,85.5197284448764,7.766316347257777,8818.740000000018,1524.0
Santa Lucia,35.27560991799595,-120.49994012932582,1978,Wilderness,85.7591543614262,14.681197562483453,8580.779999999997,493.0
Sandia Mountain,35.17788155658021,-106.44135702034944,1978,Wilderness,152.52571633012,8.439009096529226,13608.559999999969,2367.0
Santa Rosa-Paradise Peak,41.52400862506685,-117.68807293089392,1989,Wilderness,129.79137565518,6.384694868851018,12027.30999999987,1986.0
Santa Teresa,32.902238076271246,-110.23292567091266,1984,Wilderness,108.910811894327,16.750631458094176,13602.26999999999,1332.0
Sangre de Cristo,38.03115104428125,-105.645955422776,1993,Wilderness Area,890.05153468033,0.9109864876799464,18373.32000000009,3226.0
Savannah,32.222050717295375,-81.12762695657331,0,National Wildlife Refuge,124.419009701988,19.030636757043197,36205.800000000105,2.0
Sawtooth,44.00268282970141,-115.0639266568383,1972,Wilderness,880.236933047334,,,
Sawtooth Mountains,32.9024576196319,-116.35408160133213,1994,Wilderness Area,137.054985202543,16.5303629780093,7875.590000000012,1099.0
Selawik,66.90282719304473,-159.03915383570575,1980,Wilderness Area,979.807346322096,-6.705210633224394,16369.209999999945,107.0
Selenite Mountains,40.6384041133614,-119.25088155931088,1992,Wilderness Study Area,128.753355913566,9.342020665901297,10431.939999999877,1700.0
Sheephole Valley,34.22731998438629,-115.55269055301603,1994,Wilderness Area,790.00608600201,20.011860814271824,3205.879999999992,599.0
Sherburne,45.490808192046046,-93.72167783538823,0,National Wildlife Refuge,124.115114834876,6.404671906738471,23494.990000000034,300.0
Sid's Mountain,39.02512504738469,-110.79121034992092,2019,Wilderness Area,218.741034502751,8.363004504106673,7503.330000000011,1953.0
Sierra Ancha,33.825787172272015,-110.89569034074074,1964,Wilderness,81.9638744377302,10.155073743707502,16406.460000000006,2025.0
Silver Peak,35.85378772515096,-121.34023464120352,1992,Wilderness,127.232898988986,12.4308310518414,14899.44000000006,852.0
Zumwalt Prairie,45.57069421848001,-116.954697787369,2000,Private Conservation Land,146.034088940059,5.06425858871325,27338.180000000077,1418.0
Black Mountain,35.118276151618225,-117.20379538892128,1994,Wilderness Area,84.9045038021447,16.24210898171867,3589.680000000007,1037.0
El Paso Mountains,35.50523340260331,-117.8604037800873,1994,Wilderness Area,98.5640741123611,14.835458800671145,5670.700000000001,1153.0
Kingston Range,35.64574601061259,-115.99495991865494,1994,Wilderness Area,1078.72977313333,19.632438399717486,3454.719999999995,633.0
Sacatar Trail,35.95163585760343,-117.99352044212256,1994,Wilderness Area,214.604477978378,8.381365362536423,13705.350000000004,2207.0
Sky Lakes,42.61830607067727,-122.23195540586124,1984,Wilderness,459.605798055908,4.5505784686037165,39596.90999999998,1834.0
